MMP13-Substrate,MMP11,PRSS8,KLK14,MMP13,MMP1,KLK13,NAPSA,F7,KLK6,CSTD,PRSS3,MMP3,ACE2,PRSS22,MMP12
PQ13,12400.734097600238,1432.4497147257193,0.05988008011986877,3139.0030946650722,712.1993010513928,0.22323544469682277,136180.55189668667,6.012772903387653,0.0015909536434283536,0.9201235244597357,0.0076717780865337756,18088.850610798996,7.271069061047629,27635.675181727576,5315.556415413993
PQ2,14258.022761935817,130991.48352098821,135.23235026741665,8483.69105746662,76945.86904161479,15656.214140492924,255831.24259340565,62657.70202546483,503.7611899687145,116829.26097542307,1.5170292365871897e-07,49899.631792267,672.0207331147743,2354.698874186427,12.348769041085646
PQ3,8.272530054789593,2.7109985177043923,8674.614909508704,6.64231200593999e-05,0.007639915191482565,11998.893394811896,3.634601494914505,7.7837169449292425,10487.973596074838,0.36304564189726557,95.25724587730134,66.00161509719284,13548.986064298162,796.780060557762,0.002454482812239684
PQ4,4.594869435800857,2268.371375893227,0.0002477439531502181,0.5783379811104856,690.2638400422336,0.0008548759514817145,0.0013669606845435963,11326.654383679306,1.1929318857988912e-05,54251.35069034152,1.1820219667393989e-05,129.97050427558034,172.3844195702739,847.1088518208503,5085.042393935129
PX11,25009.942513861868,10398.032770527672,4062.804491689023,5.455179024413558e-07,0.0004859048901830272,5683.929861145733,0.0009128077733962968,114.60448828798546,11.090532786743482,1.381089797353306,214.8032595210062,131978.26086255614,4.120772423975525,84064.59594303074,6.6527930047244e-07
PX2,3947.15549783464,8.09414182024218,0.21466922256767765,2.1778526825691855e-07,16.725469811644096,0.30787530566452187,2905.781132707904,7682.193306210591,62.867867277227745,12079.552668299431,0.0021682007090372503,167.1787746764217,197003.95759092714,64.83977234586347,116.45894939374973
PX3,2.6750831840757407,967835.7318113364,488.74563068405286,3.4421070700549596e-05,0.19312685027283447,1081.661282703875,1981.354787497449,320.8428223673876,72.63478938273354,815.4356928121241,11960.98993692231,0.011841081198276768,3.4833523586279886,43577.56462537272,0.09990823457325167
PX4,0.00014295060555754338,76473.63446525177,4425.324099830097,0.0015387882488516137,246.60118171264307,0.325820863668697,52026.06901021986,62283.679747186616,1.3805818566379449,45013.993455092284,121357.39945951472,5451.859866074851,69.37855946222717,54833.976829038904,1.9638775694399464
Q1,7967254.459488118,260.88416944058247,0.00017886342580387924,0.00023155685096157614,0.001943582074308059,0.006185812637529592,3.8976535484017254,2630.1176789417623,18.866307661152817,29838.68396426851,40088.95625909419,6008.324173741734,61642.842391539816,8624.303151492044,2.6905802865445774e-06
Q3,16921.52373515583,764.9678830870702,2.511086192847954,2.3711082002688903e-06,110.45955150673981,2157.021743708334,417.48924741451526,73.31341387215004,77449.321057759,14.508354246825892,1594.8514856605575,99.50295442851048,73312.14047111211,724.2303365947695,6.996037226721543e-06
Q5,1.0219064089230976,14.255030113593724,0.014903180833927355,7.890508128316185e-05,20.932511983827187,2901.0657564039293,187.19931380679282,39.19845591251264,53.869030102807244,0.03922738846694237,19.542849504554045,13.834206220004807,31886.77059997862,439.7492075869037,2.3571862570533048e-05
Q6,6776.163501670452,5489.419208889247,0.39083195470711785,1.8043584665431488e-08,0.009975465650523355,593.6758352787998,27.465731117310764,257.2638658971025,0.0002851355254121135,20.98381668417539,1.1591407641928001e-05,118.60696190322795,357.5708840063945,0.09522025600755826,1.5802427778169503e-07
Q7,0.02818470694437251,312052.1988246713,5832.607629768853,0.0001604095118075744,0.011520895997470805,2.788291929413224,5450.922294819898,29040.38437714139,1.2167014487271721,0.8421767130575666,1.800827849588348,11638.018961088097,43.044139541054015,30962.207154028474,576.2920191641522
Q9,6112.946107960651,92626.65450744868,3831.5420348119555,2.215333039974586,10.512037357625806,124.47131209697618,190973.54970478435,94.29513521268314,71.79098120152015,6.636311542214143,0.0006968867144994917,7.0924787564601885,9.306430927910856,48.88139701060017,4330.626381351905
SQ14,0.5641906996257124,264.28796168753024,4615.308379932688,0.00010213961218899457,142.93866593684237,9.59618854559235,23.83461862492123,1.704385397969123,10759.819754902048,14.699400588777776,6.603194705815241,39.61115597110236,1216.4627036718994,60.50265825268953,2403.9137119337975
